"","Ts","AreaCode","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"768","Toungup","AREA # 110502","3","Yes - a lot of difficulty","-","-","-","1","1","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"769","Gwa","AREA # 110503","1","No - no difficulty","112","272","309","323","304","305","306","317","272","241","169","106","89","63","35","33","22","8","7","3","-","4","1","1","4","1","1","-","1","1","-","1","-","1","-","1","-","2","1","-","2","-","1","1","-","1","2","-","-","-","1","1","1","-","1","-","-","1","-","1","-","-","1","-","-","-","-","-","-","1","-","1","-","1","-","1","-","-","1","1","1","-","-","-","-","-"
"770","Gwa","AREA # 110503","2","Yes - some difficulty","1","-","-","1","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"771","Gwa","AREA # 110503","3","Yes - a lot of difficulty","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"772","Maei(ST)","AREA # 110551","1","No - no difficulty","162","375","396","435","372","378","356","408","405","248","153","132","84","73","47","33","17","12","6","4","6","2","2","5","2","-","1","4","1","3","1","1","1","3","1","-","1","-","1","1","3","-","1","1","-","-","-","-","1","1","1","1","-","1","-","-","-","-","1","-","3","-","-","-","-","-","-","-","1","-","1","-","-","1","-","-","1","1","-","-","-","-","-","-","-","-"
"773","Maei(ST)","AREA # 110551","2","Yes - some difficulty","-","-","1","-","-","-","1","-","-","2","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-"
"774","Maei(ST)","AREA # 110551","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"775","Kyeintali(ST)","AREA # 110552","1","No - no difficulty","65","139","143","168","153","143","155","147","147","129","98","74","48","34","28","22","9","6","5","3","3","1","3","1","3","1","-","-","2","-","1","-","-","-","1","-","-","-","-","-","-","1","-","-","1","-","-","1","1","-","3","1","-","2","-","-","-","-","-","2","-","1","-","-","-","-","1","-","3","-","1","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"776","Kyeintali(ST)","AREA # 110552","2","Yes - some difficulty","-","-","-","-","1","-","2","-","-","-","1","1","-","1","-","-","-","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"777","Kyeintali(ST)","AREA # 110552","3","Yes - a lot of difficulty","-","-","-","1","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"778","Kyeintali(ST)","AREA # 110552","4","Yes - cannot see at all","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"779","Insein","AREA # 120101","1","No - no difficulty","536","1457","1654","1591","1712","1637","1803","1773","1880","1685","1367","1245","1074","924","801","503","297","197","141","85","53","32","37","40","40","29","23","25","12","14","19","8","9","17","14","11","8","9","6","6","7","10","8","6","9","8","1","2","8","2","7","7","6","3","3","7","4","2","4","5","7","4","3","4","2","6","6","3","-","1","8","2","2","3","-","-","2","-","-","2","1","2","2","-","-","5"
"780","Insein","AREA # 120101","2","Yes - some difficulty","-","-","1","-","1","-","2","2","1","1","1","4","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","1"
"781","Insein","AREA # 120101","3","Yes - a lot of difficulty","-","-","-","-","-","1","1","-","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1"
"782","Insein","AREA # 120101","4","Yes - cannot see at all","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"783","Mingaladon","AREA # 120102","1","No - no difficulty","598","1752","1958","1892","1905","2018","1895","1904","1991","1747","1404","1101","952","831","662","439","282","130","89","70","57","35","27","27","33","27","21","17","16","11","9","7","7","10","10","6","11","6","4","10","7","5","5","10","5","4","5","4","4","2","6","9","3","4","6","8","4","6","1","6","5","5","6","1","3","2","1","3","1","2","3","1","-","1","1","-","1","-","1","1","-","-","2","1","-","-"
"784","Mingaladon","AREA # 120102","2","Yes - some difficulty","1","2","2","1","4","2","-","2","5","2","7","4","5","1","2","3","-","2","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","1","-","-","1","-","-","-","-","1","-","2","1","-","-","1","-","-","1","1","-","-","-","-","-","-","1","1","-","-","-","-","-","-","1","-","-","-","-","1","-"
"785","Mingaladon","AREA # 120102","3","Yes - a lot of difficulty","-","2","1","-","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"786","Hmawby","AREA # 120103","1","No - no difficulty","586","1718","1890","1755","1765","1716","1745","1759","1658","1352","1104","807","629","564","357","260","174","118","48","25","32","20","19","9","9","10","10","12","12","3","4","10","7","3","5","5","7","2","4","2","4","2","4","2","2","3","2","5","1","2","5","2","1","2","1","4","1","1","3","2","1","1","3","1","-","3","-","2","2","1","-","-","-","2","3","1","-","1","1","-","-","2","-","-","-","2"
"787","Hmawby","AREA # 120103","2","Yes - some difficulty","-","2","1","2","3","-","6","-","2","5","4","5","2","5","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","-","-","-","-","-","-","-","1","1","-","1","-","1","1","1","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"788","Hmawby","AREA # 120103","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"789","Hmawby","AREA # 120103","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"790","Hlegu","AREA # 120104","1","No - no difficulty","678","1850","2044","2114","2028","2141","2065","2127","1847","1612","1228","912","686","602","396","256","170","103","62","39","38","23","16","19","22","19","3","8","8","9","11","10","10","10","6","6","3","4","7","6","6","5","3","5","-","5","6","6","1","2","6","2","3","1","2","1","2","4","2","3","5","-","3","1","-","2","1","3","-","2","1","-","2","1","1","2","1","1","1","1","-","1","-","-","1","2"
"791","Hlegu","AREA # 120104","2","Yes - some difficulty","-","1","3","1","-","1","1","-","4","4","3","4","2","2","1","1","1","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","2","-","-","2","-","-","-","-","-","-","2","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1"
"792","Hlegu","AREA # 120104","3","Yes - a lot of difficulty","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"793","Hlegu","AREA # 120104","4","Yes - cannot see at all","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"794","Taikkyi","AREA # 120105","1","No - no difficulty","808","2044","2194","2086","2136","2139","2020","1981","1714","1406","1050","762","558","456","293","230","140","74","38","24","30","12","10","19","11","18","8","8","4","6","12","14","5","6","6","7","1","3","8","4","9","1","3","5","5","1","4","4","5","5","6","7","6","3","2","1","-","1","8","3","8","2","5","4","2","3","-","4","1","1","4","-","-","-","1","3","2","1","2","-","-","1","1","-","1","4"
"795","Taikkyi","AREA # 120105","2","Yes - some difficulty","3","3","3","2","3","3","-","2","3","2","4","1","1","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","2","-","-","1","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-"
"796","Taikkyi","AREA # 120105","3","Yes - a lot of difficulty","-","-","2","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-"
"797","Taikkyi","AREA # 120105","4","Yes - cannot see at all","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"798","Htantabin","AREA # 120106","1","No - no difficulty","598","1131","1190","1137","1172","1236","1113","1066","940","747","525","362","292","208","147","87","59","24","29","16","7","8","8","10","15","6","8","5","8","7","2","5","2","4","5","6","2","4","4","4","-","2","2","6","4","3","1","-","5","3","1","4","-","2","1","4","3","-","2","3","1","2","-","-","2","1","-","-","1","1","2","1","1","-","1","-","-","-","-","-","-","1","-","1","-","-"
"799","Htantabin","AREA # 120106","2","Yes - some difficulty","-","-","1","1","1","2","-","2","2","2","-","2","2","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"800","Htantabin","AREA # 120106","3","Yes - a lot of difficulty","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"801","Htantabin","AREA # 120106","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802","Shwepyitha","AREA # 120107","1","No - no difficulty","711","2039","2272","2234","2163","2304","2129","2174","2141","1867","1515","1213","960","817","586","451","254","155","106","70","39","44","38","31","28","32","17","18","7","9","10","12","10","10","9","11","7","7","7","5","8","4","6","9","3","4","4","4","4","3","7","6","4","2","2","11","2","2","5","2","5","1","5","2","2","2","-","2","1","4","4","1","2","2","1","2","-","1","-","-","1","1","1","-","1","3"
"803","Shwepyitha","AREA # 120107","2","Yes - some difficulty","-","1","1","-","1","2","1","4","2","1","2","5","2","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1"
"804","Shwepyitha","AREA # 120107","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"805","Shwepyitha","AREA # 120107","4","Yes - cannot see at all","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806","Hlinethaya","AREA # 120108","1","No - no difficulty","1170","3747","4329","4270","3873","3850","3859","3783","3539","2903","2246","1717","1454","1345","965","780","437","274","175","113","111","66","64","71","48","70","37","29","23","32","35","14","23","29","16","19","11","14","13","12","15","17","12","11","9","10","5","11","9","17","10","14","6","7","8","13","9","10","5","8","11","9","3","7","6","4","2","5","3","2","3","2","3","2","1","1","5","-","2","-","4","-","2","1","1","1"
"807","Hlinethaya","AREA # 120108","2","Yes - some difficulty","1","3","3","4","1","3","5","4","5","8","6","6","5","2","2","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","1","-","-","-","2","-","-","-","1","-","-","-","1","-","-","1","-","-","-","1","-","-","-","-","1","-","-","1","-","-","-","-","1","1","1","-","-","-","-","-","-","-","1"
"808","Hlinethaya","AREA # 120108","3","Yes - a lot of difficulty","-","1","1","1","-","1","1","-","-","-","-","-","1","1","1","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809","Hlinethaya","AREA # 120108","4","Yes - cannot see at all","1","-","-","-","-","2","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"810","Thingangyun","AREA # 120201","1","No - no difficulty","256","908","1019","1043","1118","1105","1119","1151","1226","1099","991","875","737","698","621","455","246","140","98","63","42","23","26","23","20","13","13","18","9","13","12","9","5","9","7","14","6","8","7","7","5","3","5","4","4","5","5","9","4","2","8","1","9","1","2","4","1","3","2","-","2","1","-","2","2","1","-","1","3","2","2","1","1","2","2","2","3","-","1","-","-","2","1","-","1","-"
"811","Thingangyun","AREA # 120201","2","Yes - some difficulty","-","-","1","-","-","2","3","3","5","2","2","1","4","2","1","2","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"812","Thingangyun","AREA # 120201","3","Yes - a lot of difficulty","-","-","-","-","-","-","1","1","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"813","Thingangyun","AREA # 120201","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"814","Yankin","AREA # 120202","1","No - no difficulty","120","290","310","334","362","319","353","409","404","405","368","299","321","283","237","136","120","58","42","26","22","15","11","8","4","5","3","5","4","3","5","4","1","-","4","4","2","1","-","2","5","5","2","2","2","5","1","4","5","2","4","2","1","2","1","3","-","5","-","2","1","-","3","1","-","2","-","3","-","1","1","-","2","-","-","-","-","-","-","2","-","-","-","2","-","2"
"815","Yankin","AREA # 120202","2","Yes - some difficulty","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-"
"816","Yankin","AREA # 120202","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"817","South Okkalapa","AREA # 120203","1","No - no difficulty","218","635","725","738","731","771","809","822","929","896","789","700","657","555","478","319","212","144","65","36","42","23","23","19","15","20","11","9","10","8","8","6","3","9","3","8","2","8","2","2","2","6","4","6","2","3","3","3","4","8","8","3","3","2","2","-","1","3","1","2","2","3","1","-","-","-","2","1","2","1","2","2","2","-","-","-","-","1","2","-","1","1","1","1","1","2"
"818","South Okkalapa","AREA # 120203","2","Yes - some difficulty","-","-","1","1","-","-","-","1","-","-","1","2","1","3","1","2","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-"
"819","South Okkalapa","AREA # 120203","3","Yes - a lot of difficulty","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"820","South Okkalapa","AREA # 120203","4","Yes - cannot see at all","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"821","North Okkalapa","AREA # 120204","1","No - no difficulty","575","1571","1735","1733","1836","1803","1841","1879","2036","1952","1578","1450","1193","1083","911","629","383","181","122","88","62","35","29","40","28","34","27","21","20","17","13","18","16","11","9","12","17","12","5","12","11","4","9","6","7","9","5","7","7","9","13","4","6","5","5","4","4","2","5","6","10","4","3","2","2","6","2","4","2","1","2","4","1","-","4","2","3","-","-","2","3","1","1","-","1","2"
"822","North Okkalapa","AREA # 120204","2","Yes - some difficulty","-","4","2","1","1","1","2","4","4","3","3","8","6","5","4","4","1","-","1","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","1"
"823","North Okkalapa","AREA # 120204","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"824","North Okkalapa","AREA # 120204","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"825","Thakayta","AREA # 120205","1","No - no difficulty","308","964","1086","1156","1123","1104","1186","1204","1279","1278","1000","961","786","772","597","429","261","148","81","49","32","27","17","23","12","10","13","11","6","8","7","4","4","5","7","5","4","7","8","11","7","5","10","4","5","6","6","2","3","3","-","2","1","3","3","3","1","3","1","2","3","4","3","1","2","3","2","1","3","2","-","1","1","1","-","1","-","1","-","-","-","1","-","-","-","-"
"826","Thakayta","AREA # 120205","2","Yes - some difficulty","-","-","3","1","-","3","2","1","1","5","3","4","1","4","3","2","1","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1"
"827","Thakayta","AREA # 120205","3","Yes - a lot of difficulty","-","-","-","-","1","-","1","-","-","-","1","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"828","Thakayta","AREA # 120205","4","Yes - cannot see at all","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"829","Dawbon","AREA # 120206","1","No - no difficulty","162","419","464","467","468","454","480","462","484","464","359","282","240","196","155","125","72","36","34","19","7","7","6","5","5","8","9","6","4","5","8","3","1","3","3","7","-","1","1","-","1","1","2","2","-","1","2","1","2","3","3","2","1","2","1","1","1","2","-","-","1","1","2","-","-","-","-","-","-","-","3","1","-","-","1","-","1","-","1","-","1","-","-","-","-","1"
"830","Dawbon","AREA # 120206","2","Yes - some difficulty","-","-","-","1","-","2","1","2","1","1","1","1","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"831","Dawbon","AREA # 120206","3","Yes - a lot of difficulty","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"832","Tamway","AREA # 120207","1","No - no difficulty","224","659","671","707","682","682","734","701","798","781","681","614","582","598","492","348","252","136","86","56","35","40","17","31","14","15","9","11","15","14","14","10","6","8","5","11","9","12","5","4","8","4","3","6","4","1","4","-","4","9","4","2","6","3","2","4","2","7","1","6","5","4","3","4","3","1","2","3","1","1","-","2","-","5","2","1","3","1","1","2","-","-","-","-","-","4"
"833","Tamway","AREA # 120207","2","Yes - some difficulty","1","1","-","-","2","2","1","1","1","2","-","-","1","2","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
